"node","x","y"
90,-121.57465070605,37.95506686347
91,-121.56627920542,37.96104594455
92,-121.5730221384,37.96718033424
93,-121.58000446238,37.97614215262
206,-121.64063255371,37.97590597609
204,-121.60299860598,37.97654899184
203,-121.59459428256,37.97172644722
202,-121.60343378165,37.96442433962
201,-121.60736334803,37.95425102442
200,-121.61191357926,37.93979232188
199,-121.60854423389,37.93275144069
198,-121.60587833567,37.9176047852
197,-121.59108861218,37.92094356716
196,-121.57933524878,37.91777273532
12,-121.32890467824,37.89023165523
11,-121.32691216832,37.8656012755
10,-121.3218469994,37.84554246538
109,-121.41434067301,37.88826361415
108,-121.39496677478,37.88630397528
107,-121.37636718636,37.87375228251
106,-121.37708287973,37.85764611441
105,-121.37919492942,37.84060160038
84,-121.5580891603,37.92511419699
85,-121.55969712163,37.93401269878
86,-121.55980427804,37.94029670855
213,-121.54843597815,37.94017260384
121,-121.53253002824,37.94220825541
120,-121.52850564434,37.93360088233
119,-121.53211203115,37.92528816481
118,-121.51691173238,37.91977486432
78,-121.57921128257,37.87072899032
79,-121.57546791684,37.88784003743
80,-121.56642260093,37.89483721245
81,-121.57219476205,37.90420858872
82,-121.56515767502,37.91638472597
195,-121.5519174111,37.91349758636
194,-121.53509800291,37.91365661573
117,-121.51727296258,37.91439703406
116,-121.50795449203,37.90726247219
115,-121.4973205663,37.90382346175
114,-121.49274557775,37.8957698894
191,-121.53748714918,37.86798549322
190,-121.52420196867,37.87375429402
189,-121.51219337492,37.87901426231
188,-121.49953190642,37.88442501826
113,-121.4886839725,37.88927053353
112,-121.46773548368,37.88258435292
111,-121.45042531047,37.88335421261
110,-121.43335985867,37.89207005484
138,-121.37091598722,37.94406524644
139,-121.37991964607,37.9595268048
24,-121.42014969767,37.99549241401
23,-121.40135667018,37.98959506836
22,-121.38509096034,37.98056781477
21,-121.36939300947,37.96667148725
20,-121.36030273321,37.9595260506
19,-121.34638142091,37.95442319479
456,-121.29217163813,37.95369741543
457,-121.31343193846,37.95295870361
18,-121.33525503079,37.95173589783
16,-121.34588718329,37.9421234023
15,-121.33164353721,37.93560337451
14,-121.3260259773,37.92736698927
13,-121.31866002097,37.92020890401
104,-121.38243542214,37.82673537285
1,-121.26074134842,37.68148140817
2,-121.26957494766,37.70977552672
3,-121.27346929877,37.7199711739
4,-121.29817237656,37.72732907252
151,-121.35099501526,37.76727852905
152,-121.35948185027,37.77112244204
153,-121.3702524199,37.77038196153
154,-121.37758051218,37.76810035992
155,-121.38495594355,37.77086100144
156,-121.38895094308,37.77728842376
157,-121.39497183941,37.77320646245
158,-121.40208939576,37.78192778501
166,-121.34915071514,37.78500889791
167,-121.37087737777,37.80064618627
168,-121.39075778572,37.80524473457
165,-121.36948166851,37.80175904751
164,-121.34721579604,37.78958452618
163,-121.33425986192,37.77553468792
162,-121.31469684972,37.76075699881
5,-121.30444610376,37.75555827741
6,-121.2996210542,37.77848204796
7,-121.30954298619,37.79515816156
9,-121.31236061573,37.82533038655
8,-121.32714237745,37.80844673355
48,-121.33531326243,37.81261315864
49,-121.33975435987,37.82193218608
50,-121.34791685961,37.82150122171
51,-121.35875063178,37.81754282393
52,-121.37457072443,37.82176979613
53,-121.38155528113,37.81652446705
54,-121.39033301908,37.8096393444
159,-121.40955341894,37.7786098273
160,-121.41409904597,37.78412181817
67,-121.52109752067,37.79677397463
66,-121.51110369163,37.7902942449
65,-121.49636948531,37.78146129775
64,-121.48353152214,37.78224192547
63,-121.47590194027,37.78899971267
62,-121.46832111526,37.79672111572
61,-121.46055473623,37.80169913276
60,-121.44058084213,37.80177374863
59,-121.43427478805,37.79735976157
150,-121.41935179349,37.77449432908
149,-121.42003278539,37.79125917206
58,-121.42118652515,37.80089149576
169,-121.4139908731,37.80331312409
57,-121.41922736603,37.80502099655
55,-121.40756651418,37.80605253972
56,-121.41826577452,37.81143173811
170,-121.40568670959,37.81991096189
171,-121.42905090513,37.81984550097
172,-121.44801444446,37.81969612248
173,-121.46506180588,37.82007039125
174,-121.47825045189,37.82001699589
175,-121.49204871964,37.81988064444
176,-121.50683495938,37.81984470393
177,-121.52031819498,37.81978037369
178,-121.53338010624,37.81972686733
187,-121.54883231132,37.85609672412
186,-121.54054659711,37.85729873857
185,-121.5406722483,37.84942816817
184,-121.53429138689,37.8502101016
183,-121.53639357485,37.8450005951
182,-121.54187650897,37.83353726042
210,-121.59103669587,37.84408839831
211,-121.58545056943,37.85150593106
212,-121.57925738378,37.86116701963
77,-121.57298842802,37.86579077826
75,-121.56160549779,37.85685596586
72,-121.55244427145,37.82936399884
71,-121.55209355077,37.82273424002
69,-121.54563625385,37.81101692682
70,-121.5557173454,37.81704377116
68,-121.5331422467,37.80508487069
209,-121.60234956768,37.83838422138
192,-121.55218555044,37.86134758911
181,-121.58491548041,37.79697963477
17,-121.25031749599,37.66301837602
76,-121.71753275809,38.01612283246
469,-121.69689215619,38.04756519147
463,-121.85040671044,38.03137011374
466,-121.86046527717,38.04812465604
47,-121.83137499864,38.030040129
462,-121.83469805501,38.04157812198
464,-121.85216083402,38.0644461845
459,-121.78699005208,38.04392827902
460,-121.7840452989,38.03332277821
461,-121.74818505451,38.02506532461
46,-121.80462192169,38.02065099163
471,-121.81616216095,38.04261297363
74,-121.55969661276,37.84751314822
73,-121.55604355093,37.83819599664
470,-121.79741293735,38.04380108961
467,-121.78422928309,38.02517881305
300,-121.5835967157,38.33244187019
405,-122.00530947163,38.22451345711
399,-122.00880264219,38.18449260699
329,-122.01912988273,38.07199290951
443,-122.08692581615,38.15192622809
358,-122.03424981005,38.06308822183
360,-122.12017323243,38.04471422219
361,-122.13684172795,38.03365227499
359,-122.0709472037,38.0737311155
367,-122.09941477926,38.07779615042
385,-122.09691539211,38.0899720837
366,-122.06049759459,38.0854453471
363,-122.02571762294,38.10117080935
444,-122.09542201821,38.11929522414
384,-122.09847643326,38.11234727138
442,-122.09975210583,38.12552341445
440,-122.08434674357,38.11642279493
378,-122.07174530916,38.12144022848
377,-122.08192385313,38.13589751361
364,-122.05649909879,38.12973451584
228,-122.01638493881,38.12969994337
365,-122.0421651363,38.11176180028
379,-122.12136795552,38.20618696239
369,-122.13415747499,38.2174110712
370,-122.12982923594,38.21281602784
394,-122.05325289125,38.19891858894
387,-122.06654449678,38.19093314383
375,-122.06342890868,38.17196328448
382,-122.10112503956,38.15832557622
381,-122.11031141248,38.16669656953
391,-122.10362817261,38.16870022625
386,-122.08058365387,38.16291160593
445,-122.07048797637,38.15664279501
380,-122.10944160769,38.1906458289
389,-122.09844931067,38.19307184499
390,-122.08283814409,38.18364121306
388,-122.07165752223,38.18010781898
428,-122.05085993776,38.15501804141
376,-122.05692888178,38.15787646319
373,-122.03879544529,38.19207345679
374,-122.05084372061,38.18164200907
398,-122.02523276729,38.19069087999
393,-122.06798410582,38.20297934784
396,-122.10461442462,38.21280906116
371,-122.03162692543,38.21982635566
372,-122.03702627315,38.21000237505
400,-122.05486499464,38.20512301834
397,-122.02848130577,38.20424070284
368,-122.03949533053,38.23787488609
392,-122.05202625206,38.22651773489
395,-122.01970604691,38.22352156643
362,-121.98743430593,38.05940185508
357,-121.94626893009,38.06319347157
465,-121.86796526705,38.05434404045
227,-121.98665443248,38.06941497747
238,-121.99773280083,38.08688963612
434,-121.95949140381,38.09939083902
328,-121.91816489395,38.07605934032
433,-121.91971833786,38.09582801536
432,-121.91053594697,38.08746539872
436,-121.99137029402,38.1096319967
420,-121.9143276132,38.14157882531
417,-121.88115001272,38.07614911592
418,-121.89073109631,38.09374645762
355,-121.84136829857,38.06722735449
409,-121.92149139136,38.19645729746
413,-121.95376861853,38.18326708743
422,-121.96151014909,38.17128640805
327,-121.99736319063,38.16048137805
425,-121.99048247609,38.18308378975
412,-121.90879927497,38.17045693792
421,-121.93820395167,38.16768035612
406,-121.92341771216,38.17789629904
410,-121.91358606078,38.18160888756
404,-121.99101348328,38.22269263167
408,-121.90594724069,38.22036691265
403,-121.93149012094,38.2121397992
